objectid,title,date,date-is-approximate,creator,description,item_information,subject,location,latitude,longitude,related_publication,publisher_digital,,source,findingaid,,original-identifier,rights,rights statement,type,format,language,BookCode,BookNum,BPageNum,TotalPages,GRANTEES,GRANTORS,DATE,relation,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
1803000082,"GRANT JR, WILLIAM granted to GRANT, WILLIAM; GRANT, ELIZABETH",1803-07-11,,,600 ACRES WATERS OF LITTLE N ELKHORN,pp. 171-173,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000082.pdf,,record,,,,,
1803000083,"JONES, DAVID granted to BULLOCK, NATHANIEL; BULLOCK, CATHERINE; BLYTHE, WILLIAM; BLYTHE, CHRISTINA",1803-07-11,,,15 ACRES WATERS OF BOFFMANS FORK OF BOONES CREEK,pp. 173-174,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000083.pdf,,record,,,,,
1803000084,"EDDLEMAN, PETER granted to BULLOCK, NATHANIEL; BULLOCK, CATHERINE; BLYTHE, WILLIAM; BLYTHE, CHRISTINA",1803-07-11,,,64 ACRES WATERS OF BOFFMANS FORK OF BOONES CREEK,pp. 174-176,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000084.pdf,,record,,,,,
1803000085,"TINSLEY, WILLIAM granted to BULLOCK, NATHANIEL; BULLOCK, CATHERINE; BLYTHE, WILLIAM; BLYTHE, CHRISTINA",1803-07-11,,,26 ACRES WATERS OF BOFFMANS FORK OF BOONES CREEK,pp. 175-177,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000085.pdf,,record,,,,,
1803000086,"BRYANT, DANIEL granted to TODD, LEVI",1803-07-27,,,20 ACRES 2 ROODS 15 POLES HICKMAN CREEK,pp. 179-182,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000086.pdf,,record,,,,,
1803000087,"MARSHALL, ROBERT; JONES, ROGER; GRIMES, BENJAMIN granted to BRINK, HIBERT; BRINK, ROBERT; BRADBURN, JOSEPH; BRADBURN, GRACY",1803-08-01,,,2 ACRES WATERS OF BOGGS FORK OF BOONES CREEK,pp. 181-183,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000087.pdf,,record,,,,,
1803000088,"PARRISH, BENJAMIN granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WILSON, SAMUEL",1803-07-01,,,APPRENTICESHIP BOND,pp. 184-185,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000088.pdf,,record,,,,,
1803000089,"FISHER, JOHN granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; LAYTON, DANIEL",1803-07-01,,,APPRENTICESHIP BOND,pp. 185-186,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000089.pdf,,record,,,,,
1803000090,"COMMONWEALTH OF KENTUCKY, ; GOVERNOR OF KENTUCKY,  granted to PARKER, JOHN; CARR, WALTER; YOUNG, AMBROSE; ALLEN, RICHARD; HIGGINS, RICHARD; FAYETTE COUNTY SHERIFF, ",1803-07-01,,,BONDS AS SHERIFF,pp. 185-187,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000090.pdf,,record,,,,,
1803000091,"COMMONWEALTH OF KENTUCKY, ; GOVERNOR OF KENTUCKY,  granted to PARKER, JOHN; CARR, WALTER; YOUNG, AMBROSE; ALLEN, RICHARD; HIGGINS, RICHARD; FAYETTE COUNTY SHERIFF, ",1803-07-01,,,BONDS AS SHERIFF,pp. 186-188,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000091.pdf,,record,,,,,
1803000092,"SMITH, WILLIAM granted to SMITH, BENJAMIN; SMITH, NANCY",1803-08-08,,,97 ACRES WATERS OF N. ELKHORN CREEK,pp. 192-194,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000092.pdf,,record,,,,,
1803000093,"TODD, LEVI granted to TODD, ROBERT; TODD, ANN",1803-08-15,,,135 ACRES BOONSBOROUGH ROAD AND W. FORK HICKMANS CREEK,pp. 197-198,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000093.pdf,,record,,,,,
1803000094,"RODES, CLIFTON granted to CRAIG, JOSEPH",1803-08-17,,,198 ACRES DAVIDS FORK OF ELKHORN,pp. 199-201,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000094.pdf,,record,,,,,
1803000095,"VALENDINGHAM, RICHARD granted to MORGAN, CHARLES",1803-06-13,,,60 ACRES WATERS OF BOONES CREEK,pp. 206-208,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000095.pdf,,record,,,,,
1803000096,"FINLEY, JAMES; WARREN, WILLIAM granted to TODD, LEVI; TODD, JANE",1803-09-30,,,1000 ACRES BOONE COUNTY,pp. 231-233,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000096.pdf,,record,,,,,
1803000097,"CHRISTIAN, WILLIAM granted to FRANKS, ROBERT",1803-09-12,,,40 ACRES BOONES CREEK,pp. 233-235,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000097.pdf,,record,,,,,
1803000098,"PARRISH, JAMES granted to JOHNSON, ROBERT; CRAIG, ELIJAH; CRAIG, JOHN",1803-10-10,,,123 ACRES,pp. 261-263,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000098.pdf,,record,,,,,
1803000099,"ROGERS, JOHN granted to ROGERS, JOSEPH; ROGERS, JENNY",1803-10-01,,,387 1/2 ACRES ELKHORN CREEK,pp. 263-265,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000099.pdf,,record,,,,,
1803000100,"TODD, WILLIAM; PARKER, ROBERT granted to PARKER, JOHN",1803-11-01,,,"31 1/2 FT MAIN, CROSS, AND SHORT STS",pp. 267-269,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000100.pdf,,record,,,,,
1803000101,"BRITTENHAN, GERMAN granted to PARRISH, JAMES; PARRISH, SUSANNAH",1803-12-12,,,TRACT OF LAND BOONES CREEK,pp. 272-274,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1803000101.pdf,,record,,,,,
1804000034,"SMITH, WILLIAM granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; GROOM, JAMES",1804-01-09,,,APPRENTICESHIP BOND,pp. 275-277,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000034.pdf,,record,,,,,
1804000035,"STOUT, JOHN W. granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; INGRAM, JOSIAH",1804-01-09,,,APPRENTICESHIP BOND,pp. 276-277,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000035.pdf,,record,,,,,
1804000036,"PATRICK, CHARLES granted to PATRICK, JOHN",1804-01-09,,,116 ACRES ELKHORN,pp. 277-279,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000036.pdf,,record,,,,,
1804000037,"WILLIAMSON, WILLIAM granted to CAVINS, EDWARD",1804-02-11,,,20 3/4 ACRES TOWN FORK ELKORN,pp. 284-286,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000037.pdf,,record,,,,,
1804000038,"HOUGHTON, JOHN granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WILGUS, ELIZABETH; WILGUS, JOHN",1804-02-13,,,APPRENTICESHIP BOND,pp. 286-287,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000038.pdf,,record,,,,,
1804000039,"BRYAN, DANIEL granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; RICHARDSON, WILLIAM; RICHARDSON, JOHN; RICHARDSON, ROBERT",1804-02-13,,,APPRENTICESHIP BOND,pp. 286-288,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000039.pdf,,record,,,,,
1804000040,"MCCHORD, JAMES granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WILGUSS, ANDREW; WILGUSS, JOHN",1804-02-13,,,APPRENTICESHIP BOND,pp. 287-289,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000040.pdf,,record,,,,,
1804000041,"HOLMES, ROBERT granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; CARTER, JAMES; CARTER, CHARLES",1804-02-13,,,APPRENTICESHIP BOND,pp. 288-290,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000041.pdf,,record,,,,,
1804000042,"ASHTON, RICHARD granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; INGRAM, SAMUEL",1804-02-13,,,APPRENTICESHIP BOND,pp. 289-291,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000042.pdf,,record,,,,,
1804000043,"DAVID,  granted to STONE, GEORGE",1804-02-13,,,DEED OF EMANCIPATION,pp. 290-291,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000043.pdf,,record,,,,,
1804000044,"LYTHIE, JACOB granted to CALDWELL, MATTHEW; CALDWELL, MARY",1804-02-13,,,40 ACRES N. ELKHORN,pp. 290-292,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000044.pdf,,record,,,,,
1804000045,"ALEXANDER, WILLIAM granted to BELL, JOHN; BELL, DAVID",1804-02-13,,,27 ACRES 3 QUARTERS AND 12 POLES WATERS OF E FORK HICKMANS CREEK,pp. 297-299,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000045.pdf,,record,,,,,
1804000046,"BELL, CLEMENT granted to VANCE, DAVID; PATTERSON, ROBERT; PAYNE, EDWARD; CALDWELL, GEORGE",1804-02-13,,,135 ACRES S. ELKHORN,pp. 311-313,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000046.pdf,,record,,,,,
1804000047,"VANCE, JOHN granted to BELL, CLEMENT; VANCE, JOSEPH; VANCE, JAMES; PASTER, JOHN; VANCE, DAVID",1804-02-16,,,ASSIGN UNDIVIDED INTEREST OF 100 ACRES,pp. 312-314,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000047.pdf,,record,,,,,
1804000048,"VANCE, JOHN granted to BELL, CLEMENT; VANCE, JOSEPH; VANCE, JAMES; PASTER, JOHN; VANCE, DAVID",1804-02-16,,,ASSIGN 100 ACRES,pp. 312-314,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000048.pdf,,record,,,,,
1804000049,"GRIMES, JAMES granted to JONES, JOHN; JONES, CATY; JONES, CATEY",1804-02-13,,,22 1/2 ACRES BOONES CREEK,pp. 313-315,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000049.pdf,,record,,,,,
1804000050,"STEVENSON, MARY granted to JOHNSON, ROBERT; CRAIG, ELIJAH; JOHNSON, ROBERT; CRAIG, JOHN",1804-02-28,,,200 ACRES,pp. 315-317,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000050.pdf,,record,,,,,
1804000051,"BRINK, HIBERT; BRINK, ROBERT; BRADBURN, GRACY granted to JONES, JOHN; JONES, CATY; JONES, GRACY",1804-02-13,,,112 3/4 ACRES BOGGS FORK OF BOONES CREEK,pp. 317-319,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000051.pdf,,record,,,,,
1804000052,"STIVERS, ROBERT granted to CLEVELAND, ELI",1804-02-21,,,107 1/2 ACRES ELKLICK,pp. 318-320,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000052.pdf,,record,,,,,
1804000053,"ROGERS, JOHN granted to ROGERS, JOSEPH; ROGERS, JANE",1804-03-15,,,387 1/2 ACRES N. ELKHORN,pp. 323-325,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000053.pdf,,record,,,,,
1804000054,"NICHOLS, FREDERICK granted to HICKMAN, JAMES; HICKMAN, HANNAH",1804-03-16,,,100 ACRES BOONES CREEK,pp. 325-327,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000054.pdf,,record,,,,,
1804000055,"PAUL, PETER  granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WALKER, FRANCIS",1804-04-09,,,APPRENTICESHIP BOND,pp. 326-327,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000055.pdf,,record,,,,,
1804000056,"FISHER, MADDOX granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; DOWNS, HENRY",1804-04-09,,,APPRENTICESHIP BOND,pp. 327-328,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000056.pdf,,record,,,,,
1804000057,"FISHER, MADDOX granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; DAVIS, ROBERT",1804-04-09,,,APPRENTICESHIP BOND,pp. 327-329,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000057.pdf,,record,,,,,
1804000058,"FISHER, MADDOX granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WILSON, JOHN",1804-04-09,,,APPRENTICESHIP BOND,pp. 328-329,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000058.pdf,,record,,,,,
1804000059,"FISHER, MADDOX granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; CHIPLEY, STEPHEN",1804-04-09,,,APPRENTICESHIP BOND,pp. 329-330,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000059.pdf,,record,,,,,
1804000060,"FISHER, JOHN granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; SULLIVAN, SAMUEL",1804-04-09,,,APPRENTICESHIP BOND,pp. 329-331,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000060.pdf,,record,,,,,
1804000061,"ALEXANDER, WILLIAM granted to MCPHEETERS, CHARLES",1804-04-14,,,12 ACRES,pp. 333-334,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000061.pdf,,record,,,,,
1804000062,"TODD, JOHN; TODD, ANDREW; MOORE, JAMES; TODD, ROBERT; TODD, JOHN; PENNINGTON, JOHN TODD; MCCALLA, ELIZABETH; MCCALLA, DANIEL; TODD, SARAH granted to TODD, JOHN; TODD, ANDREW ; MOORE, JAMES; TODD, ROBERT; TODD, JOHN; MCCALLA, DANIEL; PENNINGTON, JOHN TODD; MCCALLA, ELIZABETH; TODD, SARAH",1804-04-19,,,MEMORANDUM OF PARTITION AGREEMENT,pp. 334-336,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000062.pdf,,record,,,,,
1804000063,"HAYS, WILLIAM granted to MARSHALL, STEPHEN; MARSHALL, LUCY",1804-04-25,,,970 ACRES BULLITT COUNTY,pp. 336-338,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000063.pdf,,record,,,,,
1804000064,"HAMMONDS, JOHN granted to OVERTON, WALLER; OVERTON, MARTHA",1804-04-26,,,132 1/2 ACRES WOODFORD COUNTY,pp. 337-339,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000064.pdf,,record,,,,,
1804000065,"RUCKER, AHMED granted to OVERTON, WALLER; OVERTON, MARTHA",1804-04-26,,,65 ACRES WOODFORD COUNTY,pp. 339-341,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000065.pdf,,record,,,,,
1804000066,"CHRISTOPHER, WILLIAM granted to OVERTON, WALLER; OVERTON, MARTHA",1804-04-26,,,65 ACRES WOODFORD COUNTY,pp. 341-343,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000066.pdf,,record,,,,,
1804000067,"PULLIN, WILLIAM granted to OVERTON, WALLER; OVERTON, MARTHA",1804-04-26,,,110 1/2 ACRES WOODFORD COUNTY,pp. 342-344,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000067.pdf,,record,,,,,
1804000068,"HOAGLAND, WILLIAM granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; WILGUSS, MARY; WILGUSS, JOHN",1804-05-14,,,APPRENTICESHIP BOND,pp. 352-354,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000068.pdf,,record,,,,,
1804000069,"BENTLY, JAMES granted to CLEVELAND, ELI",1804-05-18,,,81 1/2 ACRES BOGGS FORK,pp. 353-355,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000069.pdf,,record,,,,,
1804000070,"THOMAS, CHARLES granted to ELLIOTT, GEORGE",1804-05-14,,,100 ACRES CUMBERLAND RIVER,pp. 354-356,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000070.pdf,,record,,,,,
1804000071,"PROCTOR, GEORGE granted to ELLIOTT, GEORGE",1804-05-14,,,100 ACRES CUMBERLAND RIVER,pp. 355-357,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000071.pdf,,record,,,,,
1804000072,"CLAY, GREEN granted to BEALL, ARCHIBALD; BEALL, MILLEY",1804-06-11,,,242 ACRES KENTUCKY RIVER BOTH SIDES,pp. 384-387,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000072.pdf,,record,,,,,
1804000073,"EATON, JONATHAN granted to COLLINS, BARTLETT; COLLINS, ELIZABETH",1804-06-13,,,100 ACRES GARRARD COUNTY,pp. 387-389,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000073.pdf,,record,,,,,
1804000074,"GRAVES JR., JOHN granted to MARTIN, JAMES; MARTIN, REBECCA",1804-07-06,,,100 ACRES CANE RUN,pp. 408-410,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000074.pdf,,record,,,,,
1804000075,"WELSH, JAMES granted to TODD, LEVI; FAYETTE COUNTY CLERK, ; RICHARDS, ELEANOR",1804-07-09,,,APPRENTICESHIP BOND,pp. 410-411,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1804000075.pdf,,record,,,,,
